TestCase	Operationalization	ModelSize	TGG	ExecutionTime	InitTime	ExecutionRank	InitRank
0311-0428	MODELGEN	2000	ClassInhHier2DB_MA	1.9831772324E10	1.840025675E9	4	4
0303-0631	MODELGEN	2000	ClassInhHier2DB_MA	1.8004595364E10	1.84063591E9	3	5
0309-1931	MODELGEN	2000	ClassInhHier2DB_MA	2.9753721278E10	1.847939913E9	6	6
0310-0436	MODELGEN	2000	ClassInhHier2DB_MA	1.5014285995E10	1.901872784E9	2	7
0311-0003	MODELGEN	2000	ClassInhHier2DB_MA	2.1095157293E10	1.902334629E9	5	8
0309-1931	INCREMENTAL_BWD	8000	ProcessCodeAdapter	4.5260011E7	3.573339794E9	6	1
0306-0227	INCREMENTAL_BWD	8000	ProcessCodeAdapter	4.3275785E7	3.576938768E9	4	2
0311-0428	INCREMENTAL_BWD	8000	ProcessCodeAdapter	5.6506378E7	3.635393877E9	8	3
0303-0631	INCREMENTAL_BWD	8000	ProcessCodeAdapter	4.0065103E7	3.648579141E9	1	4
0311-2111	INCREMENTAL_BWD	8000	ProcessCodeAdapter	4.4754974E7	3.678858677E9	5	5
0310-0436	INCREMENTAL_BWD	8000	ProcessCodeAdapter	4.0723233E7	3.705794109E9	3	6
0308-0220	INCREMENTAL_BWD	8000	ProcessCodeAdapter	5.1387589E7	3.783788707E9	7	7
0311-0003	INCREMENTAL_BWD	8000	ProcessCodeAdapter	4.0525238E7	3.847635009E9	2	8
0311-0428	MODELGEN	4000	FamiliesToPersons_V1	2.430080857E9	1.45113118E9	2	1
0311-0003	MODELGEN	4000	FamiliesToPersons_V1	2.509189444E9	1.502645349E9	5	2
0311-2111	MODELGEN	4000	FamiliesToPersons_V1	2.545013693E9	1.513063388E9	6	3
0310-0436	MODELGEN	4000	FamiliesToPersons_V1	2.425693324E9	1.522508129E9	1	4
0308-0220	MODELGEN	4000	FamiliesToPersons_V1	2.436797289E9	1.53030605E9	3	5
0309-1931	MODELGEN	4000	FamiliesToPersons_V1	2.561353191E9	1.530530558E9	7	6
0306-0227	MODELGEN	4000	FamiliesToPersons_V1	2.653923292E9	1.533416238E9	8	7
0303-0631	MODELGEN	4000	FamiliesToPersons_V1	2.484133039E9	1.558142936E9	4	8
0303-0631	MODELGEN	1000	ClassInhHier2DB	1.015911863E9	1.43667584E9	1	1
0311-0428	MODELGEN	1000	ClassInhHier2DB	1.051137423E9	1.450476043E9	6	2
0308-0220	MODELGEN	1000	ClassInhHier2DB	1.049115993E9	1.452307603E9	5	3
0310-0436	MODELGEN	1000	ClassInhHier2DB	1.054499487E9	1.476321434E9	7	4
0309-1931	MODELGEN	1000	ClassInhHier2DB	1.045952351E9	1.476400974E9	4	5
0306-0227	MODELGEN	1000	ClassInhHier2DB	1.039167497E9	1.477803617E9	3	6
0311-2111	MODELGEN	1000	ClassInhHier2DB	1.027760339E9	1.494815784E9	2	7
0311-0003	MODELGEN	1000	ClassInhHier2DB	1.080346589E9	1.497426494E9	8	8
0311-2111	FWD	500	ProcessCodeAdapter	1.946705159E9	3.52203602E9	8	1
0303-0631	FWD	500	ProcessCodeAdapter	1.714636314E9	3.528642123E9	4	2
0311-0003	FWD	500	ProcessCodeAdapter	1.835350344E9	3.541740576E9	7	3
0309-1931	FWD	500	ProcessCodeAdapter	1.698757806E9	3.544334609E9	2	4
0311-0428	FWD	500	ProcessCodeAdapter	1.772898988E9	3.602559223E9	6	5
0308-0220	FWD	500	ProcessCodeAdapter	1.599214264E9	3.603052713E9	1	6
0306-0227	FWD	500	ProcessCodeAdapter	1.754972965E9	3.619884847E9	5	7
0310-0436	FWD	500	ProcessCodeAdapter	1.708362484E9	3.620298797E9	3	8
0303-0631	FWD	500	VHDLTGGCodeAdapter	3.151853113E9	1.4126949374E10	5	1
0311-0428	FWD	500	VHDLTGGCodeAdapter	2.930567505E9	1.4168051491E10	4	2
0309-1931	FWD	500	VHDLTGGCodeAdapter	2.662120624E9	1.4793048283E10	1	3
0310-0436	FWD	500	VHDLTGGCodeAdapter	2.804422941E9	1.4933999703E10	3	4
0311-2111	FWD	500	VHDLTGGCodeAdapter	6.196414368E9	1.4987734151E10	8	5
0311-0003	FWD	500	VHDLTGGCodeAdapter	3.702538525E9	1.5275791936E10	6	6
0306-0227	FWD	500	VHDLTGGCodeAdapter	5.750436188E9	1.5738156655E10	7	7
0308-0220	FWD	500	VHDLTGGCodeAdapter	2.771917566E9	1.6478577635E10	2	8
0311-2111	MODELGEN	4000	BlockCodeAdapter	6.882163097E9	2.029463181E9	7	1
0306-0227	MODELGEN	4000	BlockCodeAdapter	4.829319411E9	2.058139087E9	3	2
0303-0631	MODELGEN	4000	BlockCodeAdapter	6.469331744E9	2.065201476E9	6	3
0311-0003	MODELGEN	4000	BlockCodeAdapter	6.252633802E9	2.084499778E9	5	4
0308-0220	MODELGEN	4000	BlockCodeAdapter	4.046965845E9	2.128503398E9	2	5
0311-0428	MODELGEN	4000	BlockCodeAdapter	7.171483259E9	2.164037283E9	8	6
0310-0436	MODELGEN	4000	BlockCodeAdapter	4.962028597E9	2.249816117E9	4	7
0309-1931	MODELGEN	4000	BlockCodeAdapter	3.907438878E9	2.349509332E9	1	8
0308-0220	BWD_OPT	8000	CompanyToIT	5.810974306E9	1.789824344E9	7	1
0303-0631	BWD_OPT	8000	CompanyToIT	5.582049432E9	1.840363507E9	6	2
0311-0003	BWD_OPT	8000	CompanyToIT	5.186395741E9	1.856900144E9	1	3
0310-0436	BWD_OPT	8000	CompanyToIT	5.565592334E9	1.892105177E9	5	4
0311-0428	BWD_OPT	8000	CompanyToIT	5.415691802E9	1.894973752E9	3	5
0309-1931	BWD_OPT	8000	CompanyToIT	5.932235709E9	1.903720166E9	8	6
0311-2111	BWD_OPT	8000	CompanyToIT	5.335199389E9	1.904999649E9	2	7
0306-0227	BWD_OPT	8000	CompanyToIT	5.524828048E9	1.916948621E9	4	8
0311-2111	MODELGEN	2000	FamiliesToPersons_V0	2.250936093E9	2.150499648E9	6	1
0311-0003	MODELGEN	2000	FamiliesToPersons_V0	2.148494469E9	2.181307741E9	5	2
0306-0227	MODELGEN	2000	FamiliesToPersons_V0	4.206944447E9	2.193352075E9	8	3
0308-0220	MODELGEN	2000	FamiliesToPersons_V0	1.837730559E9	2.210798292E9	1	4
0311-0428	MODELGEN	2000	FamiliesToPersons_V0	1.866447518E9	2.212371988E9	2	5
0309-1931	MODELGEN	2000	FamiliesToPersons_V0	1.887587216E9	2.217324426E9	4	6
0310-0436	MODELGEN	2000	FamiliesToPersons_V0	1.878545306E9	2.226904728E9	3	7
0303-0631	MODELGEN	2000	FamiliesToPersons_V0	2.721707255E9	2.253305616E9	7	8
0309-1931	MODELGEN	2000	FamiliesToPersons_V1	1.715599347E9	1.465125101E9	1	1
0308-0220	MODELGEN	2000	FamiliesToPersons_V1	1.80099331E9	1.465632276E9	5	2
0311-0003	MODELGEN	2000	FamiliesToPersons_V1	1.751729782E9	1.48821353E9	2	3
0311-2111	MODELGEN	2000	FamiliesToPersons_V1	1.853864364E9	1.490058346E9	6	4
0311-0428	MODELGEN	2000	FamiliesToPersons_V1	1.784791512E9	1.491852275E9	3	5
0303-0631	MODELGEN	2000	FamiliesToPersons_V1	1.792491503E9	1.529375944E9	4	6
0310-0436	MODELGEN	2000	FamiliesToPersons_V1	1.861698634E9	1.546601073E9	7	7
0306-0227	MODELGEN	2000	FamiliesToPersons_V1	1.892631168E9	1.585160474E9	8	8
0311-2111	FWD_OPT	1000	ProcessCodeAdapter	1.721245409E9	2.437572591E9	4	1
0309-1931	FWD_OPT	1000	ProcessCodeAdapter	1.715542472E9	2.471717518E9	3	2
0306-0227	FWD_OPT	1000	ProcessCodeAdapter	1.835272087E9	2.598132348E9	6	3
0311-0428	FWD_OPT	1000	ProcessCodeAdapter	1.67906608E9	2.614755795E9	1	4
0303-0631	FWD_OPT	1000	ProcessCodeAdapter	1.79831931E9	2.616417583E9	5	5
0311-0003	FWD_OPT	1000	ProcessCodeAdapter	2.124314715E9	2.63994947E9	8	6
0308-0220	FWD_OPT	1000	ProcessCodeAdapter	1.707611985E9	2.664564985E9	2	7
0310-0436	FWD_OPT	1000	ProcessCodeAdapter	1.837277267E9	2.70769409E9	7	8
0309-1931	CC	1000	BlockDiagramCodeAdapter	1.723412235E9	2.269673339E9	1	1
0311-0428	CC	1000	BlockDiagramCodeAdapter	1.989472059E9	2.278869197E9	4	2
0311-0003	CC	1000	BlockDiagramCodeAdapter	2.174717034E9	2.280232068E9	8	3
0311-2111	CC	1000	BlockDiagramCodeAdapter	2.024429492E9	2.28670646E9	5	4
0308-0220	CC	1000	BlockDiagramCodeAdapter	1.779323773E9	2.297641508E9	2	5
0306-0227	CC	1000	BlockDiagramCodeAdapter	2.070363883E9	2.339477448E9	7	6
0303-0631	CC	1000	BlockDiagramCodeAdapter	2.037229885E9	2.3698083E9	6	7
0310-0436	CC	1000	BlockDiagramCodeAdapter	1.849108211E9	2.38372995E9	3	8
0311-0428	FWD_OPT	8000	ClassInhHier2DB	4.584697773E9	1.78655636E9	6	1
0308-0220	FWD_OPT	8000	ClassInhHier2DB	4.405986631E9	1.806001768E9	5	2
0303-0631	FWD_OPT	8000	ClassInhHier2DB	4.793340358E9	1.821041257E9	8	3
0309-1931	FWD_OPT	8000	ClassInhHier2DB	4.352624224E9	1.831785153E9	4	4
0310-0436	FWD_OPT	8000	ClassInhHier2DB	4.618841846E9	1.839904226E9	7	5
0311-0003	FWD_OPT	8000	ClassInhHier2DB	4.149720498E9	1.852875246E9	2	6
0306-0227	FWD_OPT	8000	ClassInhHier2DB	4.329932211E9	1.855578324E9	3	7
0311-2111	FWD_OPT	8000	ClassInhHier2DB	4.141942676E9	1.860325071E9	1	8
0311-0003	BWD_OPT	4000	ClassInhHier2DB	1.887988765E9	1.623547538E9	5	1
0311-0428	BWD_OPT	4000	ClassInhHier2DB	1.849731274E9	1.628360568E9	3	2
0303-0631	BWD_OPT	4000	ClassInhHier2DB	1.858864698E9	1.666755757E9	4	3
0310-0436	BWD_OPT	4000	ClassInhHier2DB	1.896485441E9	1.667694415E9	6	4
0309-1931	BWD_OPT	4000	ClassInhHier2DB	1.950878019E9	1.66861383E9	8	5
0308-0220	BWD_OPT	4000	ClassInhHier2DB	1.788216011E9	1.685710242E9	1	6
0311-2111	BWD_OPT	4000	ClassInhHier2DB	1.906473279E9	1.718213479E9	7	7
0306-0227	BWD_OPT	4000	ClassInhHier2DB	1.794714348E9	1.745116411E9	2	8
0308-0220	BWD_OPT	1000	FeatureModelConciseToSafe	1.488088233E9	1.802738488E9	1	1
0311-0428	BWD_OPT	1000	FeatureModelConciseToSafe	1.654236321E9	1.839048529E9	7	2
0310-0436	BWD_OPT	1000	FeatureModelConciseToSafe	1.612983249E9	1.907922961E9	3	3
0306-0227	BWD_OPT	1000	FeatureModelConciseToSafe	1.612053571E9	1.910882193E9	2	4
0303-0631	BWD_OPT	1000	FeatureModelConciseToSafe	1.620283402E9	1.914269061E9	4	5
0311-0003	BWD_OPT	1000	FeatureModelConciseToSafe	1.650278989E9	1.915759796E9	6	6
0311-2111	BWD_OPT	1000	FeatureModelConciseToSafe	1.64448411E9	1.937955324E9	5	7
0309-1931	BWD_OPT	1000	FeatureModelConciseToSafe	1.660717554E9	1.939550402E9	8	8
0310-0436	INCREMENTAL_BWD	8000	BlockCodeAdapter	5.06025375E8	4.85955148E9	1	1
0306-0227	INCREMENTAL_BWD	8000	BlockCodeAdapter	5.55607489E8	5.347461817E9	2	2
0311-0428	INCREMENTAL_BWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0309-1931	INCREMENTAL_BWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0303-0631	INCREMENTAL_BWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0311-2111	INCREMENTAL_BWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0308-0220	INCREMENTAL_BWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0311-0003	INCREMENTAL_BWD	8000	BlockCodeAdapter	1.5E11	1.5E11	8	8
0311-0428	INCREMENTAL_FWD	8000	FamiliesToPersons_V0	7150054.0	3.194478038E9	5	1
0311-0003	INCREMENTAL_FWD	8000	FamiliesToPersons_V0	1.0223892E7	3.207475141E9	7	2
0309-1931	INCREMENTAL_FWD	8000	FamiliesToPersons_V0	6768176.0	3.211639877E9	4	3
0303-0631	INCREMENTAL_FWD	8000	FamiliesToPersons_V0	7575977.0	3.26500485E9	6	4
0311-2111	INCREMENTAL_FWD	8000	FamiliesToPersons_V0	6542385.0	3.290319118E9	3	5
0308-0220	INCREMENTAL_FWD	8000	FamiliesToPersons_V0	6112184.0	3.310711311E9	1	6
0310-0436	INCREMENTAL_FWD	8000	FamiliesToPersons_V0	6191724.0	3.31495131E9	2	7
0306-0227	INCREMENTAL_FWD	8000	FamiliesToPersons_V0	1.0771265E7	3.348032282E9	8	8
0308-0220	INCREMENTAL_FWD	8000	FamiliesToPersons_V1	3295353.0	1.891795142E9	3	1
0309-1931	INCREMENTAL_FWD	8000	FamiliesToPersons_V1	1.2083676E7	1.921448194E9	5	2
0311-0003	INCREMENTAL_FWD	8000	FamiliesToPersons_V1	1.3879742E7	1.94818221E9	7	3
0306-0227	INCREMENTAL_FWD	8000	FamiliesToPersons_V1	1.1007319E7	1.957636359E9	4	4
0311-2111	INCREMENTAL_FWD	8000	FamiliesToPersons_V1	2669724.0	1.958573735E9	2	5
0310-0436	INCREMENTAL_FWD	8000	FamiliesToPersons_V1	1.2602825E7	1.969814116E9	6	6
0303-0631	INCREMENTAL_FWD	8000	FamiliesToPersons_V1	2645348.0	1.97150926E9	1	7
0311-0428	INCREMENTAL_FWD	8000	FamiliesToPersons_V1	2.7833893E7	1.981523612E9	8	8
0308-0220	FWD	1000	BlockCodeAdapter	4.481668152E9	4.543909967E9	1	1
0309-1931	FWD	1000	BlockCodeAdapter	4.718276341E9	4.726891899E9	2	2
0311-2111	FWD	1000	BlockCodeAdapter	5.43652959E9	4.765890482E9	7	3
0311-0428	FWD	1000	BlockCodeAdapter	5.002969923E9	4.930101384E9	5	4
0310-0436	FWD	1000	BlockCodeAdapter	5.310151964E9	4.992333364E9	6	5
0306-0227	FWD	1000	BlockCodeAdapter	5.649732899E9	5.022973396E9	8	6
0303-0631	FWD	1000	BlockCodeAdapter	4.982039339E9	5.0363682E9	4	7
0311-0003	FWD	1000	BlockCodeAdapter	4.93816401E9	5.042948645E9	3	8
0310-0436	MODELGEN	1000	ClassInhHier2DB_MA	6.325636192E9	1.816154673E9	6	1
0308-0220	MODELGEN	1000	ClassInhHier2DB_MA	8.471675182E9	1.820729938E9	8	2
0303-0631	MODELGEN	1000	ClassInhHier2DB_MA	4.27904581E9	1.832770423E9	4	3
0306-0227	MODELGEN	1000	ClassInhHier2DB_MA	5.583934445E9	1.832774272E9	5	4
0311-2111	MODELGEN	1000	ClassInhHier2DB_MA	3.818637094E9	1.833098847E9	2	5
0311-0003	MODELGEN	1000	ClassInhHier2DB_MA	4.134367553E9	1.857683999E9	3	6
0311-0428	MODELGEN	1000	ClassInhHier2DB_MA	7.675218649E9	1.868977405E9	7	7
0309-1931	MODELGEN	1000	ClassInhHier2DB_MA	3.805616897E9	1.924805982E9	1	8
0311-0003	CO	1000	VHDLTGGCodeAdapter	9.3324587204E10	5.293849243E9	4	1
0303-0631	CO	1000	VHDLTGGCodeAdapter	7.060819502E9	5.389798943E9	1	2
0306-0227	CO	1000	VHDLTGGCodeAdapter	7.066912442E9	5.481064759E9	2	3
0309-1931	CO	1000	VHDLTGGCodeAdapter	1.44395493328E11	5.762827761E9	5	4
0308-0220	CO	1000	VHDLTGGCodeAdapter	1.6742140928E10	5.921933987E9	3	5
0311-0428	CO	1000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0311-2111	CO	1000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0310-0436	CO	1000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0311-0428	CC	500	ProcessCodeAdapter	2.034939901E9	2.473007265E9	6	1
0308-0220	CC	500	ProcessCodeAdapter	1.660794956E9	2.480104291E9	2	2
0311-0003	CC	500	ProcessCodeAdapter	1.844103173E9	2.484655609E9	4	3
0311-2111	CC	500	ProcessCodeAdapter	1.900115205E9	2.508435096E9	5	4
0303-0631	CC	500	ProcessCodeAdapter	2.038547428E9	2.52318251E9	7	5
0310-0436	CC	500	ProcessCodeAdapter	1.706714807E9	2.550408733E9	3	6
0309-1931	CC	500	ProcessCodeAdapter	1.592580366E9	2.561892866E9	1	7
0306-0227	CC	500	ProcessCodeAdapter	2.111156821E9	2.621488904E9	8	8
0311-0428	MODELGEN	1000	FamiliesToPersons_V0	1.632294381E9	2.133835576E9	6	1
0311-0003	MODELGEN	1000	FamiliesToPersons_V0	1.308032607E9	2.159192181E9	2	2
0311-2111	MODELGEN	1000	FamiliesToPersons_V0	1.45424992E9	2.171444345E9	4	3
0310-0436	MODELGEN	1000	FamiliesToPersons_V0	1.305884169E9	2.186882388E9	1	4
0309-1931	MODELGEN	1000	FamiliesToPersons_V0	1.60526273E9	2.199152941E9	5	5
0308-0220	MODELGEN	1000	FamiliesToPersons_V0	2.20712106E9	2.210552829E9	7	6
0303-0631	MODELGEN	1000	FamiliesToPersons_V0	1.411855063E9	2.224905107E9	3	7
0306-0227	MODELGEN	1000	FamiliesToPersons_V0	3.111700345E9	2.257016204E9	8	8
0308-0220	BWD	1000	CompanyToIT	3.213489397E9	2.509447735E9	4	1
0311-2111	BWD	1000	CompanyToIT	2.893030152E9	2.621326832E9	1	2
0309-1931	BWD	1000	CompanyToIT	3.264397608E9	2.625406039E9	6	3
0306-0227	BWD	1000	CompanyToIT	3.606164612E9	2.63827357E9	8	4
0310-0436	BWD	1000	CompanyToIT	3.233370994E9	2.643327786E9	5	5
0303-0631	BWD	1000	CompanyToIT	3.150651031E9	2.673626993E9	3	6
0311-0428	BWD	1000	CompanyToIT	3.140171841E9	2.69980936E9	2	7
0311-0003	BWD	1000	CompanyToIT	3.581418242E9	2.713900782E9	7	8
0311-0428	MODELGEN	1000	FamiliesToPersons_V1	1.275298019E9	1.419534101E9	4	1
0309-1931	MODELGEN	1000	FamiliesToPersons_V1	1.293519537E9	1.485779005E9	7	2
0311-2111	MODELGEN	1000	FamiliesToPersons_V1	1.278357318E9	1.491103486E9	5	3
0308-0220	MODELGEN	1000	FamiliesToPersons_V1	1.250828329E9	1.499492825E9	3	4
0311-0003	MODELGEN	1000	FamiliesToPersons_V1	1.372154732E9	1.50285489E9	8	5
0306-0227	MODELGEN	1000	FamiliesToPersons_V1	1.292284955E9	1.525741903E9	6	6
0303-0631	MODELGEN	1000	FamiliesToPersons_V1	1.241958328E9	1.558479912E9	2	7
0310-0436	MODELGEN	1000	FamiliesToPersons_V1	1.22070103E9	1.561811615E9	1	8
0311-2111	MODELGEN	2000	BlockCodeAdapter	2.372483584E9	2.023522052E9	1	1
0303-0631	MODELGEN	2000	BlockCodeAdapter	2.710882963E9	2.07527869E9	4	2
0306-0227	MODELGEN	2000	BlockCodeAdapter	3.130213082E9	2.09042979E9	7	3
0311-0003	MODELGEN	2000	BlockCodeAdapter	2.590700483E9	2.105989282E9	2	4
0310-0436	MODELGEN	2000	BlockCodeAdapter	2.835890874E9	2.200987922E9	5	5
0308-0220	MODELGEN	2000	BlockCodeAdapter	2.615040172E9	2.214174896E9	3	6
0311-0428	MODELGEN	2000	BlockCodeAdapter	3.082525388E9	2.73239171E9	6	7
0309-1931	MODELGEN	2000	BlockCodeAdapter	3.676942018E9	3.285943559E9	8	8
0310-0436	FWD_OPT	500	VHDLTGGCodeAdapter	1.44792007E9	5.029904501E9	7	1
0306-0227	FWD_OPT	500	VHDLTGGCodeAdapter	1.292195152E9	5.094118568E9	2	2
0311-0428	FWD_OPT	500	VHDLTGGCodeAdapter	1.377730661E9	5.095013608E9	4	3
0311-0003	FWD_OPT	500	VHDLTGGCodeAdapter	1.407568879E9	5.100750755E9	6	4
0311-2111	FWD_OPT	500	VHDLTGGCodeAdapter	1.240539008E9	5.124676067E9	1	5
0308-0220	FWD_OPT	500	VHDLTGGCodeAdapter	1.381666185E9	5.130627032E9	5	6
0303-0631	FWD_OPT	500	VHDLTGGCodeAdapter	1.349282686E9	5.221478042E9	3	7
0309-1931	FWD_OPT	500	VHDLTGGCodeAdapter	1.571752413E9	5.364866124E9	8	8
0308-0220	BWD	2000	CompanyToIT	7.067086062E9	2.457512346E9	1	1
0309-1931	BWD	2000	CompanyToIT	8.533861405E9	2.483964551E9	7	2
0311-2111	BWD	2000	CompanyToIT	7.444734619E9	2.492881591E9	3	3
0310-0436	BWD	2000	CompanyToIT	7.241086381E9	2.50504994E9	2	4
0306-0227	BWD	2000	CompanyToIT	7.77164559E9	2.621664663E9	4	5
0311-0003	BWD	2000	CompanyToIT	7.931651132E9	2.651635875E9	5	6
0311-0428	BWD	2000	CompanyToIT	8.018140267E9	2.657385851E9	6	7
0303-0631	BWD	2000	CompanyToIT	1.0211066418E10	2.663347081E9	8	8
0303-0631	BWD	4000	VHDLTGGCodeAdapter	9.1089875576E10	1.4098674161E10	7	1
0311-2111	BWD	4000	VHDLTGGCodeAdapter	4.1509713296E10	1.4540837412E10	4	2
0306-0227	BWD	4000	VHDLTGGCodeAdapter	3.0750537536E10	1.4619889978E10	2	3
0309-1931	BWD	4000	VHDLTGGCodeAdapter	2.3055932491E10	1.4664159587E10	1	4
0310-0436	BWD	4000	VHDLTGGCodeAdapter	5.9754059537E10	1.4789207268E10	5	5
0311-0428	BWD	4000	VHDLTGGCodeAdapter	3.2184863525E10	1.5579284772E10	3	6
0308-0220	BWD	4000	VHDLTGGCodeAdapter	6.0110446947E10	1.5665683677E10	6	7
0311-0003	BWD	4000	VHDLTGGCodeAdapter	1.5E11	1.5E11	8	8
0311-0003	MODELGEN	4000	BlockDiagramCodeAdapter	6.617058181E9	1.758119074E9	5	1
0308-0220	MODELGEN	4000	BlockDiagramCodeAdapter	3.594795086E9	1.791240243E9	1	2
0311-0428	MODELGEN	4000	BlockDiagramCodeAdapter	6.779882264E9	1.815354569E9	6	3
0306-0227	MODELGEN	4000	BlockDiagramCodeAdapter	7.441706109E9	1.826395672E9	8	4
0309-1931	MODELGEN	4000	BlockDiagramCodeAdapter	3.951869277E9	1.83341829E9	2	5
0310-0436	MODELGEN	4000	BlockDiagramCodeAdapter	6.038159562E9	1.83502919E9	4	6
0303-0631	MODELGEN	4000	BlockDiagramCodeAdapter	4.114607406E9	1.844842553E9	3	7
0311-2111	MODELGEN	4000	BlockDiagramCodeAdapter	6.983785799E9	1.876094959E9	7	8
0311-0428	BWD	500	BlockCodeAdapter	2.355035656E9	4.571879848E9	8	1
0306-0227	BWD	500	BlockCodeAdapter	2.253973582E9	4.596390591E9	6	2
0308-0220	BWD	500	BlockCodeAdapter	2.168084846E9	4.725114222E9	4	3
0309-1931	BWD	500	BlockCodeAdapter	2.153935266E9	4.809754264E9	3	4
0311-0003	BWD	500	BlockCodeAdapter	2.336043968E9	4.822806961E9	7	5
0311-2111	BWD	500	BlockCodeAdapter	2.090873675E9	4.899767538E9	2	6
0303-0631	BWD	500	BlockCodeAdapter	2.185782512E9	5.006763471E9	5	7
0310-0436	BWD	500	BlockCodeAdapter	2.020136039E9	5.18227163E9	1	8
0309-1931	FWD	2000	BlockDiagramCodeAdapter	1.3186109652E10	3.142246725E9	4	1
0311-0003	FWD	2000	BlockDiagramCodeAdapter	1.5185097868E10	3.157920395E9	7	2
0308-0220	FWD	2000	BlockDiagramCodeAdapter	1.8494084101E10	3.160256563E9	8	3
0303-0631	FWD	2000	BlockDiagramCodeAdapter	1.3392144948E10	3.190001129E9	5	4
0310-0436	FWD	2000	BlockDiagramCodeAdapter	1.2482512303E10	3.225154847E9	1	5
0311-0428	FWD	2000	BlockDiagramCodeAdapter	1.2989822292E10	3.230037153E9	2	6
0311-2111	FWD	2000	BlockDiagramCodeAdapter	1.3157829736E10	3.26641861E9	3	7
0306-0227	FWD	2000	BlockDiagramCodeAdapter	1.3666396972E10	3.357491563E9	6	8
0308-0220	MODELGEN	8000	ClassInhHier2DB	3.161292295E9	1.428667952E9	5	1
0309-1931	MODELGEN	8000	ClassInhHier2DB	3.169553344E9	1.446238182E9	6	2
0311-0003	MODELGEN	8000	ClassInhHier2DB	3.076139091E9	1.45505259E9	2	3
0311-2111	MODELGEN	8000	ClassInhHier2DB	2.947852931E9	1.459405485E9	1	4
0306-0227	MODELGEN	8000	ClassInhHier2DB	3.142109882E9	1.472081863E9	4	5
0303-0631	MODELGEN	8000	ClassInhHier2DB	3.244928251E9	1.473249306E9	7	6
0310-0436	MODELGEN	8000	ClassInhHier2DB	3.257649103E9	1.486753157E9	8	7
0311-0428	MODELGEN	8000	ClassInhHier2DB	3.093723005E9	1.509538394E9	3	8
0308-0220	BWD_OPT	1000	ClassInhHier2DB	9.19426764E8	1.588686751E9	4	1
0311-0003	BWD_OPT	1000	ClassInhHier2DB	9.70355929E8	1.595246241E9	8	2
0303-0631	BWD_OPT	1000	ClassInhHier2DB	9.1940025E8	1.597952741E9	3	3
0311-0428	BWD_OPT	1000	ClassInhHier2DB	9.20313678E8	1.615857382E9	5	4
0311-2111	BWD_OPT	1000	ClassInhHier2DB	8.98296474E8	1.617629929E9	2	5
0310-0436	BWD_OPT	1000	ClassInhHier2DB	8.96374683E8	1.622249239E9	1	6
0306-0227	BWD_OPT	1000	ClassInhHier2DB	9.650276E8	1.636061415E9	7	7
0309-1931	BWD_OPT	1000	ClassInhHier2DB	9.37971574E8	1.663354778E9	6	8
0308-0220	FWD	1000	BlockDiagramCodeAdapter	3.102168365E9	3.142500312E9	6	1
0311-0428	FWD	1000	BlockDiagramCodeAdapter	3.014042243E9	3.153435361E9	4	2
0311-0003	FWD	1000	BlockDiagramCodeAdapter	3.01064212E9	3.171325463E9	3	3
0311-2111	FWD	1000	BlockDiagramCodeAdapter	3.106331817E9	3.187646572E9	7	4
0306-0227	FWD	1000	BlockDiagramCodeAdapter	3.151787256E9	3.213524036E9	8	5
0310-0436	FWD	1000	BlockDiagramCodeAdapter	2.915297095E9	3.224431716E9	2	6
0309-1931	FWD	1000	BlockDiagramCodeAdapter	2.909014285E9	3.231301241E9	1	7
0303-0631	FWD	1000	BlockDiagramCodeAdapter	3.092942572E9	3.306488845E9	5	8
0308-0220	MODELGEN	2000	BlockDiagramCodeAdapter	1.790838695E9	1.761189064E9	1	1
0311-0003	MODELGEN	2000	BlockDiagramCodeAdapter	2.546134097E9	1.78018674E9	8	2
0311-0428	MODELGEN	2000	BlockDiagramCodeAdapter	2.345646507E9	1.792793413E9	5	3
0306-0227	MODELGEN	2000	BlockDiagramCodeAdapter	2.504138222E9	1.798809806E9	7	4
0310-0436	MODELGEN	2000	BlockDiagramCodeAdapter	2.215206778E9	1.806282297E9	4	5
0303-0631	MODELGEN	2000	BlockDiagramCodeAdapter	2.069326013E9	1.814991935E9	3	6
0311-2111	MODELGEN	2000	BlockDiagramCodeAdapter	2.380417491E9	1.822098797E9	6	7
0309-1931	MODELGEN	2000	BlockDiagramCodeAdapter	2.042306764E9	1.852154681E9	2	8
0309-1931	INCREMENTAL_FWD	8000	ProcessCodeAdapter	4.2494068E7	3.551297358E9	5	1
0308-0220	INCREMENTAL_FWD	8000	ProcessCodeAdapter	5.089025E7	3.628371686E9	8	2
0310-0436	INCREMENTAL_FWD	8000	ProcessCodeAdapter	4.0618035E7	3.644605559E9	2	3
0303-0631	INCREMENTAL_FWD	8000	ProcessCodeAdapter	3.90298E7	3.654582278E9	1	4
